id,A actualiser,Date d'actualisation,Nom,Adresse,Public(s) bénéficiaire(s),Description,Email,Téléphone,Site web,Catégorie 1,Catégorie 2,Catégorie 3,Catégorie 4,Catégorie 5,Catégorie 6,Catégorie 7
,,1/19/2021,Toilettes,"Face au 5 rue de Juillet, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Mail Emmanuel Le Ray, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue Sully Prudhomme, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Entrée rue Alain Bouchart, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Allée Joseph Germain, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 rue Kléber, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue de Bourgogne, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Apigné Restau, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"5 Boulevard Alexis Carrel Eglise, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"50 Canal St. Martin, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Square Guy Houist, rue du Bourg l'Évesque, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Parc de Villejean, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"3 rue Louis Guilloux, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Face 65 Bd. Alexis Carrel, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Esplanade Général de Gaulle (côté rue d'Isly), 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"22 place du Colombier, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
