Id,Nom,Adresse,Description,Public,Website,Téléphone,Catégorie1,Catégorie2,Catégorie3,Catégorie4,Catégorie5,Catégorie6,Catégorie7
8471,Restaurants du cœur,"6 espace Henry Vallée 69007, Lyon",Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf,,,04 72 76 96 20,,,,,,,
8473,Maison de la Veille Sociale,"246 Rue Duguesclin, 69003, Lyon","Dépôt d’une demande d’hébergement pour toute personne privée involontairement de domicile personnel.
Accueil pour constituer cette demande, uniquement sur rendez-vous, si la personne n’a pas de référent social.
Accueil téléphonique du lundi au vendredi de 9h à 12h.

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",,,04 78 95 00 01,,,,,,,
8474,Au Tambour,"95 rue Crillon, 69006 Lyon","Accueil réservé aux femmes seules.
Le lundi, le mardi et le mercredi de 14h à 17h.
- Accueil
- Collation
- Douches

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2021-01/LYON_GUS_2021.pdf",Femmes seules,http://autambour.fr/,06 77 08 09 15,6,5,4,61,43,42,40
8476,Croix Rouge Vesti-boutique,"342 avenue Berthelot 69008, Lyon","Vestiaire sur rendez-vous. 
- Mardi, jeudi et samedi de 14h à 18h",,,09 72 61 39 02,,,,,,,
8483,Sans Croquettes Fixes ,20 rue du Lac 69003 Lyon,Distribution de croquettes le vendredi de 17h30 à 19h.,,,,,,,,,,
8987,Le MAS,"3e Arrondissement de Lyon, 69003 Lyon, France",https://www.mas-asso.fr/,,https://www.mas-asso.fr/,,8,,,,,,
9032,Olivier des Sages ,"8 Rue de l'Épée, 69003 Lyon, France","Association loi 1901, qui a pour but de lutter contre l’isolement des personnes âgées, femmes et hommes de 55 ans et plus, notamment issues de l’immigration, en proposant un lieu de socialisation : Le k-fé social 

Egalement de l’aide alimentaire par le biais d’une épicerie sociale ainsi que des cours d’informatique et de français…",,https://www.olivierdessages.com/,09 84 52 31 66,8,,,,,,
9033,Fraternité Lyon Centre,"15 Rue Smith, 69002 Lyon, France","Le but de la Fraternité Lyon Centre est d'aller à la rencontre des personnes les plus démunies et de donner à chacun ce qui lui permet de trouver sa place. Nous organisons une maraude tous les lundi de 19h à 20h30 place Carnot + une maraude itinérante. Nous proposons un appui à la recherche d'emploi. Nous accompagnons des migrants avec une équipe dédiée et un processus complet (juridique, logement, intégration, ....).",,https://www.fraternitelyoncentre.fr/maraudes,611913863,8,,,,,,
9034,AMIE,"219 Rue Paul Bert, 69003 Lyon, France","Nous sommes une association qui accompagnent les mineurs isolés étrangers dans leurs différentes procédures et dans l'accès aux services dédiés (santé, scolarisation, etc). L'association soutient également des initiatives d'hébergement solidaire et citoyen pour trouver une solution aux jeunes le temps de leur recours.
",,https://m.facebook.com/Le-Caf%C3%A9mineur-106021525082212/,643441126,8,,,,,,
9037,Epi C'est Bon,"107 rue Laennec, 69008 Lyon","FERME DU 2 AU 20 AOUT 

Ce lieu accueille en son sein une épicerie coopérative, une cantine éco-solidaire, un lieu d’animation

Epicerie : vente de denrées alimentaires et produits d’hygiène issues de la « ramasse » auprès des grandes surfaces et commerces de proximités (boulangeries, marchés locaux…)

Cantine : Une cuisine participative où tout le monde est cuisinier et cuisinière dans la globalité des taches : Approvisionnement des denrées, confection des menus, découpe et préparation des plats, mise en salle, accueil, services, rangement, tri et nettoyage.

Horaires d'ouverture : 
Mercredi de 14h à 19h
Jeudi de 16h à 19h
Vendredi de 9h à 14h
 ",,https://epicestbon.fr/category/actu/,,1,,,,,,
9038,ABEJ Lyonnais,"85 cours Vitton, 69006 Lyon","FERME L'ETE 

L’ABEJ Lyonnais déploie ses valeurs au travers d'actions: 

J’AI FAIM : des maraudes les mercredis de 18h 30 à 21h30 
COLIS CAFE : offre de colis alimentaire un samedi sur deux ",,https://www.eglisebaptistelyon.org/abej-lyon/,04 78 89 35 16,1,,,,,,
9039,Aide Alimentaire Saint Genoise ,"18 rue de l'Haye, 69230 Saint-Genis-Laval","FERME DU 2 AU 31 AOUT 

Activités :
- Assistance alimentaire aux personnes en difficultés passagères
- Secours aux démunis par colis alimentaires

Conditions :
- résidence sur la commune de Saint-Genis-Laval depuis au moins 3 mois
- acceptation du dossier en fonction des ressources

Distribution de nourriture : mercredi de 8h30 à 10h30
Permanences : lundi, mardi, vendredi de 9h à 11h",,https://www.saintgenislaval.fr/Une_Association/79/38-annuaire-des-associations.htm, 04 72 39 39 49,1,,,,,,
9040,AJD Pomme d'Api,"90 rue Pierre Bourgeois, 69300 Caluire","Accueil et accompagnement de jeune mineurs entre 13 à 18 ans et majeurs entre 18 à 21 ans. 

Solution d'hébergement et accompagnement socio-professionnel  ",Jeunes entre 13 et 21 ans,https://www.fondation-ajd.com/pomme-dapi/,04.78.23.24.18,2,7,5,,,,
9041,Aide Matérielle et Morale de Sainte-Foy (AMM),"92, chemin des Fonts, 69110 Sainte-Foy-lès-Lyon","FERME DU 13 AU 23 AOUT 

Distribution de colis alimentaires sur orientation des services sociaux. Tous les 15 jours, le mercredi de 13h30 à 17h30 les semaines impaires.",,https://www.saintefoyleslyon.fr/Esprit-loisirs/Associations/Aide-Materielle-et-Morale-de-Sainte-Foy-AMM, 06 32 06 78 94,1,,,,,,
9049,ASAV Epicerie Solidaire ,"65 Rue des Jardins, 69100 Villeurbanne","FERME DU 14 JUILLET AU 13 AOUT 

Distribution de colis alimentaires sur adhésion",,https://www.facebook.com/asav.asav.14224, 04 87 77 06 44,1,,,,,,
9050,Aider Son Prochain,"29 rue Émile Zola, 69200 Venissieux","Distribution de repas chauds et de vêtements, au niveau de la Gare Part Dieu

Mais aussi : collectes de dons pour les personnes hospitalisées, animation dans les hôpitaux et sorties pour les enfants malades ",,https://www.facebook.com/aidersonprochain69/,07 62 93 45 66,61,1,,,,,
9051,Le Panier des Gones,11 rue St Georges Code postal 69005   Ville Lyon,"Epicerie sociale et solidaire

Elle propose des produits alimentaires et d’hygiène à 50% de leur valeur marchande aux personnes en difficultés financières. Les bénéficiaires de cette épicerie sont dirigés par les Maison de la Métropole pour les Solidarités et par les partenaires qui assurent le fonctionnement.

Horaires : 
Lundi de 15h30 à 19h
Mardi de 14h à 18h
Mercredi, jeudi et vendredi de 9h à 13h",,https://www.entraideprotestantedelyon.fr/,04 72 71 00 31,1,,,,,,
9052,Association Vaudaise Pour L’Entraide dans la Cité (AVEC),"Espace Carco 20 rue Robert Desnos, 69120 Vaulx-en-Velin","Distribution Alimentaire et Lien social 
",,,04 37 45 09 48,1,7,,,,,
9053,CCAS LA MULATIERE,"Hôtel de Ville, 1, place Jean Moulin, 69350 La Mulatière","Horaires :
lundi et vendredi de 8h45 à 12h - fermé l'après-midi
mercredi : fermé
mardi et jeudi de 8h45 à 12h et de 13h30 à 16h30 sur RDV

Aide Alimentaire sur RDV 
Aide au Logement sur RDV les jeudis de 9h à 12h",,,04 78 86 62 02,5,,,,,,
9054,Comité d'Entraide de Caluire,"5 Rue Jean Moulin, 69300 Caluire-et-Cuire",Distribution Alimentaire le jeudi,,,04 78 23 38 85,1,,,,,,
9055,Comité Local pour le Logement Autonome des Jeunes (CLLAJ),"3 rue de l’Abbé Rozier, 69001 Lyon ","FERME LE MOIS D'AOUT
Le CLLAJ intervient auprès des jeunes entre 18 et 30 ans pour les accueillir, les informer, les orienter, les accompagner dans leur recherche de logement, l'accès et le maintien dans le logement autonome.

Permanence premier accueil SANS RENDEZ-VOUS au CLLAJ Lyon 
Horaires des permanences :
Mardi	13h30 à 16H30
Jeudi	13H30 à 16H30",,http://www.rhonealpes-uncllaj.org/lyon/,04 72 07 87 17,2,5,7,,,,
9056,Croix Rouge Ouest Lyonnais,"23 Rue Paul Bovier Lapierre, 69530 BRIGNAIS","FERME DU 2 AU 31 AOUT 

Postes de secours
Aide Alimentaire
Urgence et autres opérations
Actions auprès des personnes âgées
Dynamique jeunesse
Accueil famille-enfant
Samu Social, maraudes, équipes mob. - Opérations
Aides financières
Apprentissage des savoirs
Offre éducative
Mesure de responsabilisations
Accueil et orientation
Textile & Bric-à-Brac
Formation Grand Public",,https://www.croix-rouge.fr/Annuaire/UNITE-LOCALE-DE-L-OUEST-LYONNAIS8,04 78 05 45 04,61,1,3,,,,
9057,Croix Rouge Est Rhodanien,"150-152 Rue Anatole France, 69100 VILLEURBANNE","FERME DU 2 AU 31 AOUT 
Postes de secours
Aide Alimentaire
Urgence et autres opérations
Actions auprès des personnes âgées
Dynamique jeunesse
Accueil famille-enfant
Offre éducative
Microcrédit Personnel
Mesure de responsabilisations

Ouverture le mardi, mercredi, jeudi et vendredi de 10h à 12h30
04 78 38 80 30
",,https://www.croix-rouge.fr/Annuaire/UNITE-LOCALE-EST-RHODANIEN,04 28 29 64 10,1,3,,,,,
9061,Bric à Bike (FNDSA),"17 rue de Gerland, 69007 Lyon","L’Atelier Vélo du Foyer, le Bric à Bike vous accueille pour l’achat de votre nouveau cycle (tarifs entre 10 et 120 euros selon les modèles enfants/adultes).

Vous pouvez également venir faire réparer votre bicyclette ! Enfin, venez  déposer les vélos et pièces dont vous n’avez plus l’utilité.

Horaires d'ouverture : 
Les lundi, mercredi, jeudi et vendredi de 9h30 à 12h00 et de 13h00 à 16h30 / mardi de 13h00 à 16h30. Fermeture le week-end et les jours fériés.",Tout Public,https://www.fndsa.org/bric-a-brac/atelier-v%C3%A9lo.html,,61,,,,,,
9062,Bric à Brac - Décines Charpieu (FNDSA),"12 rue Emile Zola, 69150 Décines Charpieu","Vêtements, chaussures, mobilier, loisirs, bibelots… à prix réduits 

Horaires d'ouverture : 
Les lundi, mercredi et jeudi de 14h30 à 18h00 et le premier samedi du mois de 9h30 à 12h30",Tout Public,https://www.fndsa.org/bric-a-brac/bric-a-brac-decines.html,,61,,,,,,
9063,Bric à Brac - Oullins (FNDSA),"6 rue Pierre Sémard, 69600 Oullins","Vêtements, chaussures, mobilier, loisirs, bibelots… à prix réduits 

Horaires d'ouverture : 
Les le lundi, le mardi, jeudi et vendredi de 14h30 à 17h30 / Samedi de 9h30 à 12h",Tout Public,https://www.fndsa.org/bric-a-brac/bric-a-brac-oullins.html,04 72 66 95 02,61,,,,,,
9064,Bric à Brac - Villefranche sur Saône (FNDSA),"433 Rue André Desthieux, 69400 Villefranche-sur-Saône","Vêtements, chaussures, mobilier, loisirs, bibelots… à prix réduits 

Horaires d'ouverture : 
Les mardi et jeudi de 14h à 17h et le samedi de 10h à 12h et de 14h à 17h",Tout Public,https://www.fndsa.org/bric-a-brac/bric-a-brac-villefranche-sur-saone.html,04 63 60 05 38,61,,,,,,
9066,Croix Rouge Tarare,"4 Rue Etienne Thomassin Villa Hélène, 69170 Tarare",Boutique solidaire et aide alimentaire,Tout Public,https://www.croix-rouge.fr/Annuaire/UNITE-LOCALE-DE-TARARE-THIZY,04 74 89 20 22,1,61,,,,,
9068,Collectif de Solidarité Etudiante (CSE),"45 Rue Waldeck-Rousseau, 69006 Lyon","Le Collectif vient en aide aux étudiants en leur apportant une aide alimentaire (sur réservation sur leur site internet), matérielle et psychologique.",Etudiants,https://www.cselyon.org/aides,,5,1,,,,,
9069,DOUST,"116 Avenue Charles de Gaulle, 69160 Tassin-La-Demi-Lune","Association de maraude alimentaire à Tassin La Demi Lune, Lyon et ses environs. Distribution de produits d'hygiène",Tout Public,https://www.doust.fr/nos-actions-a-lyon/,07 83 17 70 23,1,,,,,,
9070,Emmaus Mornant,"1 bis Bd du Pilat, 69440 Mornant","Collecte alimentaire sur orientation par un.e travailleur.se social.e et récupération de vêtements et d’objets

Horaires d’ouverture : 
Vente : les mercredis et samedis de 8h30 à 11h45
Récupération : les mercredis et samedis de 8h30 à 11h30
Aide alimentaire : 11 ter rue de la République, les jeudis de 14h à 16h30",Tout Public,https://www.emmaus-mornant.fr/,04 78 56 43 40,61,1,,,,,
9072,Entraide Champenoise,"13 place Ludovic Monnier, 69410 Champagne au Mont d'Or","L’Entraide champenoise est une association à l'écoute des personnes en situation de précarité et propose une distribution alimentaire gratuite aux habitants champenois, sur les conseils d.un.e assistant.e social.e ou du C.C.A.S. et sur justificatif de revenus.

Ils proposent également des spectacles gratuits sur Champagne grâce à la municipalité et aux associations du village. 

Horaires d’ouverture : 
Distribution alimentaire tous les vendredis de 13h à 17h",Habitants champenois,https://www.mairiedechampagne.fr/Entraide-champenoise.html,,1,,,,,,
9073,Entraide Décinoise,"Place Roger Salengro, 69150 Décines-Charpieu","L’Entraide décinoise est une association à l'écoute des personnes en situation de précarité, qui propose une distribution alimentaire gratuite aux habitants décinois, sur les conseils d'un.e assistant.e social.e ou du C.C.A.S. et sur justificatif de revenus.",Habitants décinois,https://www.decines-charpieu.fr/evenement/2555/217-actualite.htm,04 72 93 30 37,1,,,,,,
9074,Entraide Majolane - La Boutique de Meyzieu,"8/10 Rue Jean Louis Barrault, 69330 Meyzieu","L’association apporte une aide alimentaire, matérielle et morale aux personnes démunies de ressources ou défavorisées.
OUVERT À TOUS pour la vêtementerie, l’alimentation générale, le bazar/jouets, la vaisselle et l’espace culturel.

Horaire d'ouverture : 
Acceuil : du Lundi au Vendredi de 8h à 17h et le Samedi de 8h à 11h30
Distribution Alimentaire : du Lundi au Vendredi de 9h à 12h puis de 14h à 16h30
Dépôt de dons : du Lundi au Vendredi de 8h à 17h et le Samedi de 8h à 11h30",Tout Public,https://www.entraide-majolane.fr/poles/,04 78 31 84 17,61,1,,,,,
9075,Epi'Autre,"15 Rue de la République, 69170 Tarare","Epi'Autre est une épicerie solidaire qui vend des produits de consommation courante destinés à une population connaissant des difficultés économiques habitant à Tarare ou son Canton et sur présentation du revenu

Horaires d'ouverture : 
Lundi de 17h à 18h 
Mercredi de 8h30 à 11h30 
Vendredi de 14h30 à 18h",Tout Public,https://www.facebook.com/EpiAutre/,04 27 48 03 42,1,,,,,,
9076,Epi'Centre,"104 Rte de Vienne, 69008 Lyon","Epi'centre est une épicerie solidaire accessible sur adhésion. Ils fournissent également un accompagnement social

Horaires d'ouverture : 
Mercredi, Jeudi, Vendredi, Samedi de 9h à 12h30 puis de 14h à 20h",Tout Public,https://www.epicentre-lyon.fr/,04 69 67 31 47,1,5,,,,,
9077,Epicerie Solidaire du Pays d'Amplepuis,"27 Rue Jean Jaurès, 69240 Thizy-les-Bourgs","Epicerie Solidaire après orientation par la MDR (Maison du Rhône)

Horaires d'ouverture : 
Mardi de  09 h 00 à 12 h 00
Jeudi de 09 h 00 à 12 h 00  et de 13 h 30 à 17 h 30",Tout Public,http://www.thizylesbourgs.fr/fr/information/112341/epicerie-sociale,04 26 81 20 67,1,,,,,,
9078,Epcierie Sociale Saint Camille Vaise,"76 bis Rue des Docks, 69009 Lyon","Epicerie Solidaire avec produits à prix réduits ou sous forme de dons. 

Horaires d'ouverture : 
Les Mardi, Mercredis et Samedi de 9h à 12h",Tout Public,https://www.paroissedevaise.fr/epicerie-solidaire-saint-camille-vaise/,06 58 62 66 28,1,,,,,,
9079,Epicerill,"4 rue de Rome, 69140 Rillieux-la-Pape","Epicerie sociale et solidaire accessible sur rendez vous

Horaires d'ouverture : 
Les mardis, jeudis et vendredis de 9h30 à13h30 
Les mercredis de 10h00 à 12h00 puis de 14h00 à 17h00",Tout Public,https://epicerill.business.site/,04 78 55 50 47,1,,,,,,
9080,Espace Créateur de Solidarité - La Casaline,"5 allée du Merle Rouge, 69190 Saint-Fons","Association qui propose une épicerie solidaire pour les habittants de St Fons et sur orientation d'un.e travailleur.se social.e ainsi qu'une recyclerie. Ils acompagnent egalement un accompagnement RSA pour les personnes désignées par le département du Rhône lors d'instance (CLI). 

Ils proposent des activités collectives telles que du jardinage ou des sorties culturelles. Ils animent aussi des permanences numériques qui ont lieu sur rendez vous au 04 37 60 04 80 les mercredis de 9h30 à 11h30 et les vendredis de 14h à 16h 

Horaires d'ouverture : 

Epicerie (sur RDV) : 
Mardi : 16h à 18h30
Mercredi : 9h à 12h
Jeudi : 9h à 12h et de 14h à 18h30
Vendredi : 13h à 15h

Recyclerie : les mardis et jeudis de 14h à 17h30",Tout Public,https://assoecs.wixsite.com/asso,04 37 60 04 80,1,7,,,,,
9081,Etudiants Musulmans de France,"1c Av. des Frères Lumière, 69008 Lyon","L’EMF vise à créer du lien autour des étudiants via des activités sportives ou culturelles. Ils fournissent également une aide matérielle et humaine en cas de difficultés (colis alimentaires) et organisent des maraudes pour les personnes sans-abri. 

Ils proposent aussi un soutien pendant le cursus des étudiants avec la mise en place de plateformes de parrainage et stands d'orientation, formations au développement personnel et partage de connaissances.",Etudiants,https://ww1.lyon.emf-asso.com/accueil,,5,5,,,,,
9082,Association des Familles de Francheville,"27 et 42 grande rue, 69340 Francheville","L’ Association des Familles, a ouvert un lieu d’écoute ainsi qu'un vestiaire d'urgence qui fonctionnent en même temps que son service d’aide alimentaire, accessible après orientation d’un.e travailleur.se sociale

Horaires d’ouverture : 
tous les jeudis de 9 h à 12 h",Familles sur orientation,http://association.familles.free.fr/,04 78 59 26 96,1,61,,,,,
9083,AGORAé La Doua,"Bâtiment Déambulatoire 12-14 Rue Raphaël Dubois, 69100 Villeurbanne","L’AGORAé est une épicerie solidaire où, en moyenne, tout est à -90%. 

C'est aussi un pôle d’information. Une partie du local accessible à TOUS les étudiant.e.s où ils ont accès à des permanences de psychologues, d’assistantes sociales (en coopération avec le Crous de Lyon).

Horaires d'ouverture : 
Du lundi au vendredi de 10h à 17h",Etudiants,http://gaelis.fr/agorae-2/,04 72 44 82 17,1,5,,,,,
9084,AGORAé Bron,"Université Lyon 2 Bâtiment Ur, 5 Avenue Pierre Mendes, 69676 Bron","L’AGORAé est une épicerie solidaire où, en moyenne, tout est à -90%. 

C'est aussi un pôle d’information. Une partie du local accessible à TOUS les étudiant.e.s où ils ont accès à des permanences de psychologues, d’assistantes sociales (en coopération avec le Crous de Lyon).

Horaires d'ouverture : 
Du lundi au vendredi de 10h à 17h",Etudiants,http://gaelis.fr/agorae-2/,04 72 44 82 17,1,5,,,,,
9085,Groupe d'Entraide Mutuelle AGORA,"2 rue Louis Poly, 69160 Tassin-La-Demi-Lune",Association d'aide à la réinsertion de personnes en grande souffrance psychique,,,09 51 92 81 00,7,,,,,,
9086,Maison des Amies du Monde (MAM),"33 rue Benoist Mary, 69005 Lyon",Lieu d'hébergement d'urgence pour femmes avec ou sans enfant de moins de 3 ans,Femmes seules ou avec enfants de moins de 3 ans,https://www.habitat-humanisme.org/projets/maison-amies-monde/,04 72 71 16 00,2,,,,,,
9087,CHRS Train de Nuit,"11 quai Perrache, 69002 Lyon",Heberement d'urgence et d'insertion pour hommes seuls et familles monoparentales,Homme seuls et familles monoparentales,https://www.habitat-humanisme.org/projets/train-de-nuit-11-quai-perrache/,04 72 71 16 00,2,,,,,,
9088,Village Mobile - Habitat Humanisme,"9 Rue Mathieu Varille, 69007 Lyon","Solution temporaire de logements
d’urgence pour les populations en grande précarité",,,,2,,,,,,
9089,Village de St-Priest - Habitat Humanisme,"22 rue de Provence, 69800 St-Priest",Hébergement d'urgence pour familles,Familles,,,2,,,,,,
9090,L3DD,"Campus Manufacture des Tabac Lyon 3, 16 Rue Professeur Rollet, 69008 Lyon",Association étudiante pour l apromotion d'une alimentaire saine et responsable. Une épicerie solidaire pour les étudiants sur adhésion,Etudiants,https://associationl3dd.wordpress.com/,,1,,,,,,
9091,La Case Africaine,"15 rue François Guillard, 69120 Vaulx-en-Velin","Collecte et distribution quotidiennes de denrées pour les familles démunies. Accompagnement des réfugiés en cours de régularisation, actions contre la pauvreté et l’exclusion sociale, soutien dans l’accès au logement social, à la culture…",Familles Réfugiées,,04 72 04 49 02,1,1,,,,,
9092,La Halte - Sauvegarde 69,"411 rue Déchavanne, 69400 Villefranche sur Saône","La Halte est un pôle insertion avec un service d’accompagnement social qui s’adresse à un public en situation de rupture sociale. Il mène trois types d’actions :

Hébergement, pour des jeunes jusqu’à 25 ans, isolés et sans ressources, ainsi que pour des familles monoparentales. 
Accompagnement social, sur les questions de l’accès au logement ou du maintien dans un logement.
Veille mobile urbaine ou maraude, en partenariat avec des bénévoles de La Croix-Rouge.",Jeunes de moins de 25 ans et familles mono-parentales,https://www.sauvegarde69.fr/etablissements-services/insertion/la-halte/,04 74 68 77 21,5,2,,,,,
9093,La Main Tendue,"62 b Avenue Général-Leclerc, 69007 Lyon","Collectes et distributions alimentaire, vestimentaire de produits d'hygiène",,,06.67.00.45.50,1,,,,,,
9094,La Main Tendue (FNDSA),"461 Rue Robert Schuman, 69400 Villefranche-sur-Saône","Acceuil de jour inconditionnel avec petit déjeuner tous les matins. 

Possibilité de prendre une douche, faire sa lessive. Une bagagerie est mise à disposition et des permanences santé sont proposées.

Café-Rencontre “RSA” : temps d’échange convivial pour les bénéficiaires du RSA, avec le soutien du Département du Rhône. Les vendredis de 14h à 16h

Horaires d'ouverture : 
Du lundi au vendredi de 8h15 à 11h15",Tout Public,https://www.fndsa.org/centres/accueil-la-main-tendue.html,,1,42,43,5,,,
9095,Le Refuge,"19 Quai Arloing, 69009 Lyon","Hébergement et accompagnent de jeunes LGBTQ+, âgés de 14 à 25 ans, rejetés par leurs parents, chassés du domicile familial, parce qu’ils sont homosexuels ou trans et/ou en questionnement identitaire.

Horaires d'ouverture : 
Lundi : 9h-12h
Mardi : 9h-12h
Mercredi : 9h-11h et 19h-20h
Jeudi : 9h-12h
Vendredi : 9h-12h et 13h-15h
Samedi : 14h-16h",Jeunes LGBTQ+ de moins de 25 ans,https://www.le-refuge.org/,09 82 54 76 04,2,5,,,,,
9096,L'Epi San-Priot,"77 Avenue Jean Jaurès, 69800 Saint-Priest",Epicerie solidaire sur dossier,Habitants de St Priest,http://www.lepisanpriot.fr/,04 72 48 20 02,1,,,,,,
9097,Les Bras Ouverts,"299 Rue Claude Vignard, 69400 Villefranche-sur-Saône","ACCUEIL, PETIT DEJEUNER    
Le lundi, mardi, mercredi et jeudi matin 
de 9h à 12h

DISTRIBUTION ALIMENTAIRE :
Le mardi et le jeudi de 13h30 à 16h30",Tout public,http://bras-ouverts.blogspot.com/p/contact.html,04 74 09 12 03,1,,,,,,
9098,Les Fourmis Lyonnaises,"22 Rue Arago, 69100 Villeurbanne","Epicerie solidaire 

Horaires d'ouverture : 
Du Lundi au Vendredi de 9h à 15h 
Samedi de 9h à 13h",Tout public,,,1,,,,,,
9099,Les Mamas Qui Déchirent,"37 rue du Bossuet, 69006 Lyon","Accompagnement à la parentalité. Aide matérielle, morale, sanitaire , administrative et juridique",Familles mono parentales,https://www.facebook.com/associationlesmamasquidechirent/,06 50 42 14 70,1,5,,,,,
9100,Mémé Santilli,"24 Rue Sala, 69002 Lyon","Distribution alimentaire sur orientation d'un.e travailleur.e social.e 

Horaires d'ouvertures : 
les mercredis après-midi (hors jours fériés et vacances scolaires de Noël et de l’été) de 14 h 30  à 15 h 30.",Résidents du 2ème arrondissements de Lyon,http://assoc-meme-santilli.org/,,1,,,,,,
9101,Namania Vitton,"18 cours Vitton, 69006 Lyon",Epicerie sociale et solidaire,Tout public,,,1,,,,,,
9102,Namania Vaulx en Velin,"59, avenue du 8 mai 1945, 69120 Vaulx-en-Velin","Aide et approvisionnement quotidien aux personnes en détresse (produits alimentaires, vêtements, hygiène, jouets). Accueil, écoute et accompagnement social et professionnel des personnes isolées, des jeunes et des familles en difficulté. Actions de lutte contre l’exclusion et accompagnement à l’emploi.",Tout public,,04 82 31 59 36,1,,,,,,
9103,Oyenga Simy-Flo,"16 Rue Jules Ferry, 69200 Vénissieux","Association qui lutte contre l’exclusion sociale, l’isolement et la solitude avec un acocompagement socio-profesionnel, des activités à Vénissieux. 

IFETILA : épicerie sociale et solidaire avec denrées alimentaires et produits de première necessité.",Tout public,https://www.oyenga-simy-flo.com/,09 72 09 83 20,1,5,,,,,
9104,Point Accueil de LAHSO,"66 rue Etienne Richerand, 69003 Lyon","Le Point Accueil propose un accueil de jour
inconditionnel et anonyme aux personnes sans
domicile fixe ou en habitat précaires. 

Les hommes seuls sont accueillis le matin, les familles et les femmes seules sont accueillies l'après-midi. Permanence 100% femmes le jeudi après midi avec intervention médicale",Tout public,https://www.lahso.fr/le-point-accueil.html,04 78 53 88 77,5,2,5,42,43,,
9105,Point du Jour,"10 impasse Secret, 69005 LYON","Le Centre Socio-Culturel le Point du Jour acceuille tous les publics et proposent des activités variés pour tous les âges (sports, initiation à l'informatique, musique...). Ils accompagnent aussi les familles dans leur démarches. Ils proposent aussi des cours de français

Horaires d'ouverture : 
Accueil : du lundi au vendredi de 9h à 12h et de 14h à 18h30
Secrétariat & inscriptions : du lundi au vendredi de 9h à 12h et de 14h à 17h30",Tout public,https://csc-pdj.fr/,04.78.25.55.89,5,,,,,,
9106,Restos du coeur - Beaujeu,"Rue du Pont des Pénitentiers, 69430 Beaujeu","FERME JUSQU'AU 2 SEPTEMBRE 

Distribution alimentaire, vestiaire, livres et accès au droit 

Horaires d'ouverture (tous les jeudis) :
Inscription de 9h à 11h45 et de 13h30 à 16h30
Distribution adultes et enfants de 8h30 à 12h30",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=BEAUJEU,04 74 69 28 91,1,5,,,,,
9107,Restos du coeur - Belleville,"Impasse de l'Hopital, 69220 Belleville","FERME JUSQU'AU 20 AOUT 

Distribution alimentaire et accès au droit 

Horaires d'ouverture (tous les vendredis) :
Inscription et distribution : de 8h30 à 12h et de 13h30 à 16h",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=BELLEVILLE,09 86 35 72 40,1,,,,,,
9108,Restos du coeur - Brignais,"17 Rue A. Simondon, 69530 Brignais","Distribution alimentaire, livres, point bébé et accès au droit 

Horaires d'ouverture :
Inscription : les lundis de 15h30 à 18h 
Distribution adultes et enfants les vendredis de 8h45 à 11h",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=BRIGNAIS,04 78 37 00 61,1,,,,,,
9109,Restos du coeur - Bron,"49 Rue Jean Jaurès, 69500 Bron","Distribution alimentaire, vestiaire, livres et accès au droit 

Horaires d'ouverture :
Inscription les lundis et mardis de 9h à 11h 
Distribution adultes et enfants les mardis de 13h30 à 16h30",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=BRON,04 78 26 57 61,1,,,,,,
9110,Restos du coeur - Décines,"4 Rue Curie, 69150 Décines","FERME JUSQU'AU 2 SEPTEMBRE 

Distribution alimentaire, livres, point bébé et accès au droit 

Horaires d'ouverture  :
Inscription les mercredis de 9h à 12h
Distribution adultes et enfants de 8h30 à 12h et de 13h30 à 16h30",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=DECINES,04 78 49 38 54,1,,,,,,
9111,Restos du coeur - Givors Grigny,"8 Rue Jean Ligonnet, 69700 Givors","FERME JUSQU'AU 31 AOUT 

Distribution alimentaire, vestiaire, coiffure, point bébé, santé 
Accès au droit et aides administratives dont logement et emploi

Horaires d'ouverture :
Inscription et distributions : les mardis de 9h à 11h30 puis de 14h à 15h30 et les mercredis de 9h à 11h30",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=GIVORS-GRIGNY,04 78 48 16 03,1,,,,,,
9112,Restos du coeur - L'Abresle,"15 Rue de Lyon, 69210 L'Abresle","FERME JUSQU'AU 2 SEPTEMBRE 

Distribution alimentaire, vestiaire, livres, mobilier, coiffure, santé et point bébé
Accès au droit et aides administratives dont emploi
Cours de français

Horaires d'ouverture (tous les jeudis) :
Inscription et diistribution de 9h à 12h puis de 13h à 17h",Tout public,http://rhone.restosducoeur.org/nous-trouver.php?centre=LARBRESLE,04 78 35 20 36,1,,,,,,
